MsgID.GLOBAL_POSITION,0.0000000,-122.3958986,37.7933137,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2728.1260000,3.5532444,-13.0760250,0.0571546
MsgID.LOCAL_VELOCITY,2728.1260000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959009,37.7933137,-0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2728.3760000,3.5546930,-13.2827368,0.0349135
MsgID.LOCAL_VELOCITY,2728.3760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959013,37.7933127,-0.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2728.6260000,3.4444737,-13.3173409,0.0046084
MsgID.LOCAL_VELOCITY,2728.6260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958995,37.7933111,0.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2728.8760000,3.2606800,-13.1601439,-0.0295576
MsgID.LOCAL_VELOCITY,2728.8760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958987,37.7933117,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2729.1260000,3.3365180,-13.0905848,-0.0622185
MsgID.LOCAL_VELOCITY,2729.1260000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959007,37.7933132,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2729.3760000,3.5042012,-13.2702675,-0.0861936
MsgID.LOCAL_VELOCITY,2729.3760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959004,37.7933135,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2729.6260000,3.5301747,-13.2384682,-0.0947791
MsgID.LOCAL_VELOCITY,2729.6260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958999,37.7933132,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2729.8760000,3.4949138,-13.1911573,-0.0852596
MsgID.LOCAL_VELOCITY,2729.8760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958982,37.7933129,0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2730.1260000,3.4643226,-13.0459433,-0.0598189
MsgID.LOCAL_VELOCITY,2730.1260000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958982,37.7933119,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2730.3760000,3.3584881,-13.0470190,-0.0251758
MsgID.LOCAL_VELOCITY,2730.3760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958998,37.7933110,-0.0090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2730.6260000,3.2563596,-13.1847000,0.0098609
MsgID.LOCAL_VELOCITY,2730.6260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959015,37.7933132,-0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2730.8760000,3.4987361,-13.3421659,0.0361291
MsgID.LOCAL_VELOCITY,2730.8760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959003,37.7933124,-0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2731.1270000,3.4084756,-13.2291346,0.0466593
MsgID.LOCAL_VELOCITY,2731.1270000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958985,37.7933110,-0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2731.3770000,3.2589142,-13.0713892,0.0383397
MsgID.LOCAL_VELOCITY,2731.3770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959000,37.7933111,-0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2731.6270000,3.2640367,-13.2071447,0.0125056
MsgID.LOCAL_VELOCITY,2731.6270000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958999,37.7933107,0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2731.8770000,3.2238216,-13.1953993,-0.0262205
MsgID.LOCAL_VELOCITY,2731.8770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958999,37.7933122,0.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2732.1270000,3.3877149,-13.1941891,-0.0723271
MsgID.LOCAL_VELOCITY,2732.1270000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959000,37.7933118,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2732.3770000,3.3470407,-13.2016811,-0.1197769
MsgID.LOCAL_VELOCITY,2732.3770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958992,37.7933123,0.1620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2732.6270000,3.3961031,-13.1371193,-0.1623311
MsgID.LOCAL_VELOCITY,2732.6270000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3958988,37.7933139,0.1940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2732.8770000,3.5788751,-13.0967102,-0.1941441
MsgID.LOCAL_VELOCITY,2732.8770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959013,37.7933133,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2733.1270000,3.5108109,-13.3187580,-0.2087836
MsgID.LOCAL_VELOCITY,2733.1270000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959014,37.7933124,0.2010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2733.3770000,3.4045045,-13.3252153,-0.2013434
MsgID.LOCAL_VELOCITY,2733.3770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3959021,37.7933123,0.1710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
